epoch,loss,val_loss
0,0.05550811273366095,0.03192659973716124
1,0.06281006742607463,0.03130598127459868
2,0.06132880345045814,0.030705236185055513
3,0.06430636484750175,0.03000595353734799
4,0.05325436304974933,0.029281327644219764
5,0.060645925845553283,0.02864482521246641
6,0.04947724212476387,0.028058125709111873
7,0.05299713393386173,0.02753240127976124
8,0.059102730214478,0.027077566736783736
9,0.05959919863656576,0.026654935513551418
10,0.04847576270402656,0.026205480576325685
11,0.05343541547125978,0.025857984446562253
12,0.06425544062975368,0.025501477508208692
13,0.0491658293682596,0.025180352135346487
14,0.04935591264440137,0.024865601784907855
15,0.05814397279099513,0.024581114785411418
16,0.052151296758958,0.024279289568463962
17,0.05409387288534123,0.023966746165966377
18,0.05601934141851225,0.02361526306814108
19,0.04967614546005905,0.02330057241786749
20,0.054598784861946296,0.02299180965966139
21,0.05785691895680465,0.02266552155980697
22,0.05324484419681338,0.022441849446831606
23,0.05045846991034836,0.022275691135571554
24,0.04265428761484123,0.022115189247788526
25,0.05664373154608393,0.021939046919727936
26,0.054593608210327126,0.021769647032786638
27,0.048496152086573624,0.021605970720068004
28,0.051468956597119926,0.02145817135580075
29,0.04581926056283265,0.02132152584500802
30,0.04267492888885525,0.02119652917369818
31,0.04742464128690275,0.02107148779890476
32,0.040843204856507866,0.020937570824454993
33,0.050505824887705414,0.02079852130741645
34,0.043997773017160034,0.020671462735686548
35,0.05165328780417386,0.02053802235959432
36,0.04708024107008112,0.02042985105743775
37,0.0419100269145174,0.020334319474223334
38,0.05028802692418984,0.020272760532605343
39,0.04235945593403733,0.020216695821056
40,0.03889743197459006,0.020119938378532726
41,0.05436221842944858,0.0200711104254692
42,0.03928178534088399,0.020021075144028053
43,0.043469954591259186,0.019964169567594163
44,0.04767215347631647,0.0199364842608189
45,0.04131397250082653,0.019906037654250096
46,0.04172824876817319,0.01989318086550786
47,0.03864469337958121,0.019864960693013974
48,0.04222580380443292,0.019828635960435256
49,0.04106951278925178,0.019800407907519586
50,0.03824556426038384,0.019766696370564975
51,0.04176681080884613,0.019738606965312593
52,0.041429565137200676,0.0196976475417614
53,0.03689576725184682,0.019663232975663282
54,0.04477269995383359,0.01962022664837348
55,0.04164641497016189,0.019595065225775424
56,0.04452750727298703,0.019566912586108234
57,0.03967667999769388,0.01951919548595563
58,0.04063854638943559,0.019464865661202334
59,0.03997798350901,0.019424602484855898
60,0.035928828089604736,0.01940744914687597
61,0.04296456913467452,0.01938649792319689
62,0.038541280152828324,0.019358566221900474
63,0.04112464922807905,0.019346824536720913
64,0.047403484420931855,0.01933845576758568
65,0.0372033604152,0.01933078209941204
66,0.0439702221615748,0.019321906499755688
67,0.0404887834615387,0.019316491408225816
68,0.03770524762541409,0.01930245542182372
69,0.038995473340094795,0.019291616164338894
70,0.04387868375410676,0.019274183190785922
71,0.037894087891451454,0.0192652967495796
72,0.040566352295427925,0.019256070256233215
73,0.03714535835202739,0.0192366062830656
74,0.034557815022737144,0.019234191100948896
75,0.042795144050960014,0.019236566498875618
76,0.03476437187124147,0.01923424459229677
77,0.03630760996768126,0.01924390938037481
78,0.03569255673543738,0.019245904941971485
79,0.033920880385008255,0.019230811211925287
80,0.036067673487389984,0.01922679711610843
81,0.03489662946860781,0.01922325221582865
82,0.033905056419344284,0.019225192280151904
83,0.03659017606391737,0.019212975763739683
84,0.029188580833110413,0.019210591243627746
85,0.03697010024410227,0.019210114024388485
86,0.033217182949833245,0.01921592652797699
87,0.0340064252642068,0.01922016738890073
88,0.03586638581905911,0.01921730722563389
89,0.03430818411495846,0.019204602648432437
90,0.03439499190437935,0.01919558061621128
91,0.03442494842139157,0.019185255830868695
92,0.03189773203827176,0.019178741969741307
93,0.03279676359043762,0.01917242702956383
94,0.03487708348883942,0.019162173979939558
95,0.03319194360742927,0.019148263793725234
96,0.02969716794111512,0.019147373497104034
97,0.03205553208120727,0.01914347990010029
98,0.03226257111185153,0.019138833364615075
99,0.033300334786473526,0.019144398136398733
100,0.03214473426047521,0.019149654521009862
101,0.0324895448776573,0.019149709206361037
102,0.03267279834203098,0.019158025296070635
103,0.033721957429360024,0.019151775405192986
